external_gene_name	description	uniprotswissprot	uniprot_gn_symbol
GMPPB	GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:HGNC:22932]	Q9Y5P6	GMPPB
FBN3	fibrillin 3 [Source:HGNC Symbol;Acc:HGNC:18794]		FBN3
CMTM4	CKLF like MARVEL transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19175]	Q8IZR5	CMTM4
CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1 [Source:HGNC Symbol;Acc:HGNC:1986]	Q99966	CITED1
EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]	Q15910	EZH2
FBN3	fibrillin 3 [Source:HGNC Symbol;Acc:HGNC:18794]	Q75N90	FBN3
ENOPH1	enolase-phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:24599]	Q9UHY7	ENOPH1
CMTM4	CKLF like MARVEL transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19175]		CMTM4
ENOPH1	enolase-phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:24599]		ENOPH1
GMPPB	GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:HGNC:22932]		GMPPB
BAG5	BAG cochaperone 5 [Source:HGNC Symbol;Acc:HGNC:941]	Q9UL15	BAG5
ACRBP	acrosin binding protein [Source:HGNC Symbol;Acc:HGNC:17195]	Q8NEB7	ACRBP
ZMPSTE24	zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877]		ZMPSTE24
ACRBP	acrosin binding protein [Source:HGNC Symbol;Acc:HGNC:17195]		ACRBP
ZMPSTE24	zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877]	O75844	ZMPSTE24
SPINK2	serine peptidase inhibitor Kazal type 2 [Source:HGNC Symbol;Acc:HGNC:11245]		SPINK2
SPINK2	serine peptidase inhibitor Kazal type 2 [Source:HGNC Symbol;Acc:HGNC:11245]	P20155	SPINK2
CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1 [Source:HGNC Symbol;Acc:HGNC:1986]		CITED1
MRFAP1	Morf4 family associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24549]	Q9Y605	MRFAP1
HGS	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]		HGS
HGS	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]	O14964	HGS
CIDEC	cell death inducing DFFA like effector c [Source:HGNC Symbol;Acc:HGNC:24229]		CIDEC
GBA3	glucosylceramidase beta 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:19069]		
MCTP1	multiple C2 and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26183]	Q6DN14	MCTP1
CIDEC	cell death inducing DFFA like effector c [Source:HGNC Symbol;Acc:HGNC:24229]	Q96AQ7	CIDEC
HELLS	helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]		HELLS
DOCK8	dedicator of cytokinesis 8 [Source:HGNC Symbol;Acc:HGNC:19191]	Q8NF50	DOCK8
MCTP1	multiple C2 and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26183]		MCTP1
KLHL18	kelch like family member 18 [Source:HGNC Symbol;Acc:HGNC:29120]		KLHL18
HELLS	helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]	Q9NRZ9	HELLS
KLC1	kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]		KLC1
KLHL18	kelch like family member 18 [Source:HGNC Symbol;Acc:HGNC:29120]	O94889	KLHL18
COL9A2	collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]	Q14055	COL9A2
NUTM2B	NUT family member 2B [Source:HGNC Symbol;Acc:HGNC:23445]	A6NNL0	NUTM2B
TASOR2	transcription activation suppressor family member 2 [Source:HGNC Symbol;Acc:HGNC:23484]		TASOR2
TASOR2	transcription activation suppressor family member 2 [Source:HGNC Symbol;Acc:HGNC:23484]	Q5VWN6	TASOR2
PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B [Source:HGNC Symbol;Acc:HGNC:29399]		PLEKHG4B
PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B [Source:HGNC Symbol;Acc:HGNC:29399]	Q96PX9	PLEKHG4B
KCNH2	potassium voltage-gated channel subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:6251]	Q12809	KCNH2
EIF4A2	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]		EIF4A2
PLCD3	phospholipase C delta 3 [Source:HGNC Symbol;Acc:HGNC:9061]	Q8N3E9	PLCD3
PLCD3	phospholipase C delta 3 [Source:HGNC Symbol;Acc:HGNC:9061]		PLCD3
SPATA31C2	SPATA31 subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:24508]	B4DYI2	SPATA31C2
SPATA31C2	SPATA31 subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:24508]		SPATA31C2
SPTLC1	serine palmitoyltransferase long chain base subunit 1 [Source:HGNC Symbol;Acc:HGNC:11277]		SPTLC1
H2AC6	H2A clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4733]	Q93077	H2AC6
H2AC6	H2A clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4733]	Q93077	HIST1H2AC
ING4	inhibitor of growth family member 4 [Source:HGNC Symbol;Acc:HGNC:19423]	Q9UNL4	ING4
CCDC146	coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:HGNC:29296]		CCDC146
H3C4	H3 clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4767]	P68431	H3C1
H2AC7	H2A clustered histone 7 [Source:HGNC Symbol;Acc:HGNC:4729]	P20671	H2AC7
H1-3	H1.3 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4717]	P16402	H1-3
COL9A2	collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]		COL9A2
H4C6	H4 clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4783]	P62805	H4C1
H4C6	H4 clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4783]	P62805	HIST1H4J
H4C7	H4 clustered histone 7 [Source:HGNC Symbol;Acc:HGNC:4792]	Q99525	H4C7
H3C7	H3 clustered histone 7 [Source:HGNC Symbol;Acc:HGNC:4773]	P68431	H3C1
H2BC10	H2B clustered histone 10 [Source:HGNC Symbol;Acc:HGNC:4756]	P62807	HIST1H2BC
H2BC10	H2B clustered histone 10 [Source:HGNC Symbol;Acc:HGNC:4756]	P62807	H2BC4
ING4	inhibitor of growth family member 4 [Source:HGNC Symbol;Acc:HGNC:19423]		ING4
PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:HGNC Symbol;Acc:HGNC:23517]	Q8N2H3	PYROXD2
PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:HGNC Symbol;Acc:HGNC:23517]		PYROXD2
SYBU	syntabulin [Source:HGNC Symbol;Acc:HGNC:26011]	Q9NX95	SYBU
PDE6A	phosphodiesterase 6A [Source:HGNC Symbol;Acc:HGNC:8785]	P16499	PDE6A
ZFP69B	ZFP69 zinc finger protein B [Source:HGNC Symbol;Acc:HGNC:28053]		ZFP69B
CCDC146	coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:HGNC:29296]	Q8IYE0	CCDC146
PDE6A	phosphodiesterase 6A [Source:HGNC Symbol;Acc:HGNC:8785]		PDE6A
BTN3A2	butyrophilin subfamily 3 member A2 [Source:HGNC Symbol;Acc:HGNC:1139]		BTN3A2
ZFP69B	ZFP69 zinc finger protein B [Source:HGNC Symbol;Acc:HGNC:28053]	Q9UJL9	ZFP69B
SLC26A2	solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]	P50443	SLC26A2
SLC26A2	solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]		SLC26A2
CENPE	centromere protein E [Source:HGNC Symbol;Acc:HGNC:1856]	Q02224	CENPE
HPS1	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1 [Source:HGNC Symbol;Acc:HGNC:5163]		HPS1
ACBD4	acyl-CoA binding domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23337]	Q8NC06	ACBD4
CENPE	centromere protein E [Source:HGNC Symbol;Acc:HGNC:1856]		CENPE
TRIM74	tripartite motif containing 74 [Source:HGNC Symbol;Acc:HGNC:17453]	Q86UV6	TRIM74
AKAP8L	A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]	Q9ULX6	AKAP8L
MPZ	myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225]	P25189	MPZ
SLC22A5	solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]	O76082	SLC22A5
MPZ	myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225]		MPZ
SLC22A5	solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]		SLC22A5
SPTLC1	serine palmitoyltransferase long chain base subunit 1 [Source:HGNC Symbol;Acc:HGNC:11277]	O15269	SPTLC1
PSMD1	proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]	Q99460	PSMD1
BTN3A2	butyrophilin subfamily 3 member A2 [Source:HGNC Symbol;Acc:HGNC:1139]	P78410	BTN3A2
AKAP8L	A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]		AKAP8L
C2CD2L	C2CD2 like [Source:HGNC Symbol;Acc:HGNC:29000]	O14523	C2CD2L
PSMD1	proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]		PSMD1
LYAR	Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021]	Q9NX58	LYAR
NEDD4	NEDD4 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]		NEDD4
HPS1	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1 [Source:HGNC Symbol;Acc:HGNC:5163]	Q92902	HPS1
PTMS	parathymosin [Source:HGNC Symbol;Acc:HGNC:9629]	P20962	PTMS
PTMS	parathymosin [Source:HGNC Symbol;Acc:HGNC:9629]		PTMS
SYBU	syntabulin [Source:HGNC Symbol;Acc:HGNC:26011]		SYBU
LYAR	Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021]		LYAR
ACBD4	acyl-CoA binding domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23337]		ACBD4
C2CD2L	C2CD2 like [Source:HGNC Symbol;Acc:HGNC:29000]		C2CD2L
ZNF853	zinc finger protein 853 [Source:HGNC Symbol;Acc:HGNC:21767]	P0CG23	ZNF853
NEDD4	NEDD4 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]	P46934	NEDD4
SDR9C7	short chain dehydrogenase/reductase family 9C member 7 [Source:HGNC Symbol;Acc:HGNC:29958]	Q8NEX9	SDR9C7
HEXIM1	HEXIM P-TEFb complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24953]	O94992	HEXIM1
ZNF316	zinc finger protein 316 [Source:HGNC Symbol;Acc:HGNC:13843]	A6NFI3	ZNF316
HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]		HUWE1
ZNF316	zinc finger protein 316 [Source:HGNC Symbol;Acc:HGNC:13843]		ZNF316
GPR182	G protein-coupled receptor 182 [Source:HGNC Symbol;Acc:HGNC:13708]	O15218	GPR182
GPR182	G protein-coupled receptor 182 [Source:HGNC Symbol;Acc:HGNC:13708]		GPR182
UGT2A1	UDP glucuronosyltransferase family 2 member A1 complex locus [Source:HGNC Symbol;Acc:HGNC:12542]	P0DTE4	UGT2A1
UGT2A1	UDP glucuronosyltransferase family 2 member A1 complex locus [Source:HGNC Symbol;Acc:HGNC:12542]		UGT2A1
ZBTB39	zinc finger and BTB domain containing 39 [Source:HGNC Symbol;Acc:HGNC:29014]	O15060	ZBTB39
GDF9	growth differentiation factor 9 [Source:HGNC Symbol;Acc:HGNC:4224]		GDF9
CNTRL	centriolin [Source:HGNC Symbol;Acc:HGNC:1858]		CNTRL
GDF9	growth differentiation factor 9 [Source:HGNC Symbol;Acc:HGNC:4224]	O60383	GDF9
HINFP	histone H4 transcription factor [Source:HGNC Symbol;Acc:HGNC:17850]	Q9BQA5	HINFP
HINFP	histone H4 transcription factor [Source:HGNC Symbol;Acc:HGNC:17850]	Q9BQA5	MIZF
ZNF12	zinc finger protein 12 [Source:HGNC Symbol;Acc:HGNC:12902]	P17014	ZNF12
HINFP	histone H4 transcription factor [Source:HGNC Symbol;Acc:HGNC:17850]		HINFP
HINFP	histone H4 transcription factor [Source:HGNC Symbol;Acc:HGNC:17850]		MIZF
HELT	helt bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:33783]	A6NFD8	HELT
ZNF12	zinc finger protein 12 [Source:HGNC Symbol;Acc:HGNC:12902]		ZNF12
HELT	helt bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:33783]		HELT
NMT1	N-myristoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7857]	P30419	NMT1
MEPE	matrix extracellular phosphoglycoprotein [Source:HGNC Symbol;Acc:HGNC:13361]	Q9NQ76	MEPE
ZDHHC11	zinc finger DHHC-type containing 11 [Source:HGNC Symbol;Acc:HGNC:19158]	Q9H8X9	ZDHHC11
NMT1	N-myristoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7857]		NMT1
MEPE	matrix extracellular phosphoglycoprotein [Source:HGNC Symbol;Acc:HGNC:13361]		MEPE
EIF4A2	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]	Q14240	EIF4A2
ZDHHC11	zinc finger DHHC-type containing 11 [Source:HGNC Symbol;Acc:HGNC:19158]		ZDHHC11
MTFR1L	mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836]		MTFR1L
MTFR1L	mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836]		FAM54B
	novel protein, HPS1-PYROXD2 readthrough		
PCDHB2	protocadherin beta 2 [Source:HGNC Symbol;Acc:HGNC:8687]		PCDHB2
MTFR1L	mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836]	Q9H019	MTFR1L
MTFR1L	mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836]	Q9H019	FAM54B
PCDHB2	protocadherin beta 2 [Source:HGNC Symbol;Acc:HGNC:8687]	Q9Y5E7	PCDHB2
PFKP	phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]		PFKP
ABHD11	abhydrolase domain containing 11 [Source:HGNC Symbol;Acc:HGNC:16407]	Q8NFV4	ABHD11
BBS5	Bardet-Biedl syndrome 5 [Source:HGNC Symbol;Acc:HGNC:970]	Q8N3I7	BBS5
PCDHB3	protocadherin beta 3 [Source:HGNC Symbol;Acc:HGNC:8688]	Q9Y5E6	PCDHB3
PCDHB3	protocadherin beta 3 [Source:HGNC Symbol;Acc:HGNC:8688]	Q9Y5E6	PCDHB2
FOXL2	forkhead box L2 [Source:HGNC Symbol;Acc:HGNC:1092]	P58012	FOXL2
PCDHB3	protocadherin beta 3 [Source:HGNC Symbol;Acc:HGNC:8688]		PCDHB3
PCDHB3	protocadherin beta 3 [Source:HGNC Symbol;Acc:HGNC:8688]		PCDHB2
CNTRL	centriolin [Source:HGNC Symbol;Acc:HGNC:1858]	Q7Z7A1	CNTRL
FAM90A23	family with sequence similarity 90 member A23 [Source:HGNC Symbol;Acc:HGNC:32271]	A8MXZ1	FAM90A23
FOXL2NB	FOXL2 neighbor [Source:HGNC Symbol;Acc:HGNC:34428]	Q6ZUU3	FOXL2NB
ABHD11	abhydrolase domain containing 11 [Source:HGNC Symbol;Acc:HGNC:16407]		ABHD11
BBS5	Bardet-Biedl syndrome 5 [Source:HGNC Symbol;Acc:HGNC:970]		BBS5
PCDHB4	protocadherin beta 4 [Source:HGNC Symbol;Acc:HGNC:8689]	Q9Y5E5	PCDHB4
FAM90A22	family with sequence similarity 90 member A22 [Source:HGNC Symbol;Acc:HGNC:32270]	A8MWA6	FAM90A22
FOXL2NB	FOXL2 neighbor [Source:HGNC Symbol;Acc:HGNC:34428]		FOXL2NB
PCDHB5	protocadherin beta 5 [Source:HGNC Symbol;Acc:HGNC:8690]	Q9Y5E4	PCDHB5
PCDHB5	protocadherin beta 5 [Source:HGNC Symbol;Acc:HGNC:8690]		PCDHB5
PRR23A	proline rich 23A [Source:HGNC Symbol;Acc:HGNC:37172]	A6NEV1	PRR23A
FAM90A7	family with sequence similarity 90 member A7 [Source:HGNC Symbol;Acc:HGNC:32255]	A6NKC0	FAM90A7
PRR23B	proline rich 23B [Source:HGNC Symbol;Acc:HGNC:33764]	Q6ZRT6	PRR23B
PRR23C	proline rich 23C [Source:HGNC Symbol;Acc:HGNC:37173]	Q6ZRP0	PRR23C
FAM90A8	family with sequence similarity 90 member A8 [Source:HGNC Symbol;Acc:HGNC:32256]	A6NJQ4	FAM90A8
BTN2A2	butyrophilin subfamily 2 member A2 [Source:HGNC Symbol;Acc:HGNC:1137]	Q8WVV5	BTN2A2
PCDHB6	protocadherin beta 6 [Source:HGNC Symbol;Acc:HGNC:8691]	Q9Y5E3	PCDHB6
PCDHB6	protocadherin beta 6 [Source:HGNC Symbol;Acc:HGNC:8691]		PCDHB6
FAM90A9	family with sequence similarity 90 member A9 [Source:HGNC Symbol;Acc:HGNC:32257]	A6NNJ1	FAM90A9
BTN2A2	butyrophilin subfamily 2 member A2 [Source:HGNC Symbol;Acc:HGNC:1137]		BTN2A2
PCDHB7	protocadherin beta 7 [Source:HGNC Symbol;Acc:HGNC:8692]	Q9Y5E2	PCDHB7
FAM90A17	family with sequence similarity 90 member A17 [Source:HGNC Symbol;Acc:HGNC:32265]	P0DV74	FAM90A17
PCDHB8	protocadherin beta 8 [Source:HGNC Symbol;Acc:HGNC:8693]	Q9UN66	PCDHB8
PCDHB16	protocadherin beta 16 [Source:HGNC Symbol;Acc:HGNC:14546]	Q9NRJ7	PCDHB16
KLHL41	kelch like family member 41 [Source:HGNC Symbol;Acc:HGNC:16905]	O60662	KLHL41
PCDHB16	protocadherin beta 16 [Source:HGNC Symbol;Acc:HGNC:14546]		PCDHB16
FAM90A18	family with sequence similarity 90 member A18 [Source:HGNC Symbol;Acc:HGNC:32266]	P0DV75	FAM90A18
RBP2	retinol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9920]	P50120	RBP2
FAM90A19	family with sequence similarity 90 member A19 [Source:HGNC Symbol;Acc:HGNC:32267]	P0DV76	FAM90A19
RBP2	retinol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9920]		RBP2
ABCG4	ATP binding cassette subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:13884]	Q9H172	ABCG4
FAM90A14	family with sequence similarity 90 member A14 [Source:HGNC Symbol;Acc:HGNC:32262]	P0C7W9	FAM90A14
AUNIP	aurora kinase A and ninein interacting protein [Source:HGNC Symbol;Acc:HGNC:28363]	Q9H7T9	AUNIP
ABCG4	ATP binding cassette subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:13884]		ABCG4
FAM90A16	family with sequence similarity 90 member A16 [Source:HGNC Symbol;Acc:HGNC:32264]	P0DV73	FAM90A16
PCDHB9	protocadherin beta 9 [Source:HGNC Symbol;Acc:HGNC:8694]	Q9Y5E1	PCDHB9
PCDHB9	protocadherin beta 9 [Source:HGNC Symbol;Acc:HGNC:8694]		PCDHB9
YJU2B	YJU2 splicing factor homolog B [Source:HGNC Symbol;Acc:HGNC:28118]	P13994	YJU2B
FAM90A10	family with sequence similarity 90 member A10 [Source:HGNC Symbol;Acc:HGNC:32258]	A6NDY2	FAM90A10
PAQR7	progestin and adipoQ receptor family member 7 [Source:HGNC Symbol;Acc:HGNC:23146]	Q86WK9	PAQR7
PCDHB10	protocadherin beta 10 [Source:HGNC Symbol;Acc:HGNC:8681]	Q9UN67	PCDHB10
MUC3A	mucin 3A, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7513]	Q02505	MUC3A
LRRC58	leucine rich repeat containing 58 [Source:HGNC Symbol;Acc:HGNC:26968]	Q96CX6	LRRC58
PCDHB11	protocadherin beta 11 [Source:HGNC Symbol;Acc:HGNC:8682]	Q9Y5F2	PCDHB11
PLXDC1	plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]	Q8IUK5	PLXDC1
PCDHB12	protocadherin beta 12 [Source:HGNC Symbol;Acc:HGNC:8683]	Q9Y5F1	PCDHB12
YJU2B	YJU2 splicing factor homolog B [Source:HGNC Symbol;Acc:HGNC:28118]		YJU2B
MUC3A	mucin 3A, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7513]		MUC3A
PCDHB12	protocadherin beta 12 [Source:HGNC Symbol;Acc:HGNC:8683]		PCDHB12
GPM6A	glycoprotein M6A [Source:HGNC Symbol;Acc:HGNC:4460]	P51674	GPM6A
PCDHB13	protocadherin beta 13 [Source:HGNC Symbol;Acc:HGNC:8684]	Q9Y5F0	PCDHB13
PCDHB14	protocadherin beta 14 [Source:HGNC Symbol;Acc:HGNC:8685]	Q9Y5E9	PCDHB14
TRIM71	tripartite motif containing 71 [Source:HGNC Symbol;Acc:HGNC:32669]	Q2Q1W2	TRIM71
SORD	sorbitol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:11184]		SORD
PCDHB15	protocadherin beta 15 [Source:HGNC Symbol;Acc:HGNC:8686]		PCDHB15
PCDHB15	protocadherin beta 15 [Source:HGNC Symbol;Acc:HGNC:8686]	Q9Y5E8	PCDHB15
GPM6A	glycoprotein M6A [Source:HGNC Symbol;Acc:HGNC:4460]		GPM6A
MRI1	methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:28469]	Q9BV20	MRI1
TAC3	tachykinin precursor 3 [Source:HGNC Symbol;Acc:HGNC:11521]	Q9UHF0	TAC3
TAF7	TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541]	Q15545	TAF7
SLC25A2	solute carrier family 25 member 2 [Source:HGNC Symbol;Acc:HGNC:22921]	Q9BXI2	SLC25A2
MUC17	mucin 17, cell surface associated [Source:HGNC Symbol;Acc:HGNC:16800]		MUC17
C19orf53	chromosome 19 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:24991]	Q9UNZ5	C19orf53
C19orf53	chromosome 19 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:24991]		C19orf53
TIMP4	TIMP metallopeptidase inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:11823]	Q99727	TIMP4
FASTKD1	FAST kinase domains 1 [Source:HGNC Symbol;Acc:HGNC:26150]	Q53R41	FASTKD1
MUC17	mucin 17, cell surface associated [Source:HGNC Symbol;Acc:HGNC:16800]	Q685J3	MUC17
FASTKD1	FAST kinase domains 1 [Source:HGNC Symbol;Acc:HGNC:26150]		FASTKD1
SORD	sorbitol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:11184]	Q00796	SORD
TRIM56	tripartite motif containing 56 [Source:HGNC Symbol;Acc:HGNC:19028]	Q9BRZ2	TRIM56
TRIM56	tripartite motif containing 56 [Source:HGNC Symbol;Acc:HGNC:19028]		TRIM56
STMN1	stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]	P16949	STMN1
HOXA1	homeobox A1 [Source:HGNC Symbol;Acc:HGNC:5099]		HOXA1
BTN3A1	butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138]	O00481	BTN3A1
BTN3A1	butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138]		BTN3A1
PLXDC1	plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]		PLXDC1
PDZD3	PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19891]		PDZD3
PITX2	paired like homeodomain 2 [Source:HGNC Symbol;Acc:HGNC:9005]	Q99697	PITX2
STMN1	stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]		STMN1
ASH2L	ASH2 like, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:744]		ASH2L
HOXA2	homeobox A2 [Source:HGNC Symbol;Acc:HGNC:5103]	O43364	HOXA2
MYOT	myotilin [Source:HGNC Symbol;Acc:HGNC:12399]	Q9UBF9	MYOT
PFKP	phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]	Q01813	PFKP
ASH2L	ASH2 like, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:744]	Q9UBL3	ASH2L
PDZD3	PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19891]	Q86UT5	PDZD3
ARL5C	ADP ribosylation factor like GTPase 5C [Source:HGNC Symbol;Acc:HGNC:31111]	A6NH57	ARL5C
PITX2	paired like homeodomain 2 [Source:HGNC Symbol;Acc:HGNC:9005]		PITX2
ARL5C	ADP ribosylation factor like GTPase 5C [Source:HGNC Symbol;Acc:HGNC:31111]		ARL5C
MYOT	myotilin [Source:HGNC Symbol;Acc:HGNC:12399]		MYOT
HOXA4	homeobox A4 [Source:HGNC Symbol;Acc:HGNC:5105]	Q00056	HOXA4
HOXA4	homeobox A4 [Source:HGNC Symbol;Acc:HGNC:5105]		HOXA4
BTN3A3	butyrophilin subfamily 3 member A3 [Source:HGNC Symbol;Acc:HGNC:1140]		BTN3A3
PKD2L2	polycystin 2 like 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9012]		PKD2L2
LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17017]	P62312	LSM6
HOXA5	homeobox A5 [Source:HGNC Symbol;Acc:HGNC:5106]	P20719	HOXA5
STAC2	SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990]	Q6ZMT1	STAC2
DUOX2	dual oxidase 2 [Source:HGNC Symbol;Acc:HGNC:13273]		DUOX2
STAC2	SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990]		STAC2
HOXA6	homeobox A6 [Source:HGNC Symbol;Acc:HGNC:5107]	P31267	HOXA6
RNF220	ring finger protein 220 [Source:HGNC Symbol;Acc:HGNC:25552]	Q5VTB9	RNF220
DUOX2	dual oxidase 2 [Source:HGNC Symbol;Acc:HGNC:13273]	Q9NRD8	DUOX2
MCAM	melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]	P43121	MCAM
HOXA7	homeobox A7 [Source:HGNC Symbol;Acc:HGNC:5108]	P31268	HOXA7
HOXA7	homeobox A7 [Source:HGNC Symbol;Acc:HGNC:5108]		HOXA7
RNF220	ring finger protein 220 [Source:HGNC Symbol;Acc:HGNC:25552]		RNF220
HOXA9	homeobox A9 [Source:HGNC Symbol;Acc:HGNC:5109]	P31269	HOXA9
HOXA9	homeobox A9 [Source:HGNC Symbol;Acc:HGNC:5109]		HOXA9
	HOXA10-HOXA9 readthrough		
PKD2L2	polycystin 2 like 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9012]	Q9NZM6	PKD2L2
DUOXA2	dual oxidase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:32698]	Q1HG44	DUOXA2
ABCA2	ATP binding cassette subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:32]	Q9BZC7	ABCA2
